mdb_source_id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,is_official,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment
50,gtfs,,US,California,San Francisco,San Francisco Municipal Transportation Agency (SFMTA - Muni),,,,,,https://gtfs.sfmta.com/transitdata/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-san-francisco-municipal-transportation-agency-sfmta-gtfs-50.zip?alt=media,http://www.sfmta.com/about-sfmta/reports/gtfs-transit-data,37.702085,37.829848,-122.510792,-122.365593,2022-03-14T20:08:44+00:00,deprecated,fares-v1,2886,
51,gtfs,,US,California,San Francisco,Mission Bay Transportation Management Association (TMA),True,,,,,http://data.trilliumtransit.com/gtfs/missionbaytma-ca-us/missionbaytma-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-mission-bay-transportation-management-association-tma-gtfs-51.zip?alt=media,,37.766910305944,37.7919901456108,-122.41602803586,-122.38623989798,2022-03-14T20:08:46+00:00,,fares-v2|fares-v1,,
52,gtfs,,US,California,San Francisco,Tideline Water Taxi,,,,support+test+tidelinewatertaxi-ca-us@trilliumtransit.com,,http://trilliumtransit.com/transit_feeds/tidelinewatertaxi-ca-us/tidelinewatertaxi-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-tideline-water-taxi-gtfs-52.zip?alt=media,,37.7708398,37.913659,-122.3950251,-122.31393184362,2022-03-14T20:08:47+00:00,,,,
53,gtfs,,US,California,San Francisco,Bay Area Rapid Transit (BART),True,,,,,http://www.bart.gov/dev/schedules/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-bay-area-rapid-transit-bart-gtfs-53.zip?alt=media,http://www.bart.gov/schedules/developers/developer-license-agreement,37.368473,38.01891,-122.468908,-121.780346,2022-03-14T20:08:49+00:00,,fares-v1,,
54,gtfs,,US,California,San Francisco,Caltrain,,,,support+test+caltrain-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/caltrain-ca-us/caltrain-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-caltrain-gtfs-54.zip?alt=media,,37.003485,37.776404,-122.411709050687,-121.566088,2022-03-14T20:08:51+00:00,,fares-v1,,
55,gtfs,,US,California,Modesto,Modesto Area Express,,,,,,https://www.modestoareaexpress.com/preview-gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-modesto-area-express-gtfs-55.zip?alt=media,,37.580162,37.954866,-121.898961218,-120.9133,2022-03-14T20:08:53+00:00,,,,
56,gtfs,,US,California,Monterey,Monterey-Salinas Transit (MST),,,,it@mst.org,,https://www.mst.org/google/google_transit.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-montereysalinas-transit-mst-gtfs-56.zip?alt=media,https://mst.org/about-mst/developer-resources/,35.615187,36.909498,-121.936046,-120.680343,2022-03-14T20:08:57+00:00,,fares-v1,,
57,gtfs,,US,California,San Jose,Santa Clara Valley Transportation Authority (VTA),,,,customer.service@vta.org,,https://gtfs.vta.org/gtfs_vta.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-santa-clara-valley-transportation-authority-vta-gtfs-57.zip?alt=media,,36.974922,37.458086,-122.173639,-121.549029,2022-03-14T20:09:03+00:00,,fares-v1,,
58,gtfs,,US,California,Hollister,San Benito County Express (SBCE),True,,,,,http://data.trilliumtransit.com/gtfs/sanbenitocounty-ca-us/sanbenitocounty-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-san-benito-county-express-sbce-gtfs-58.zip?alt=media,,36.828106,37.004068,-121.570689082146,-121.366669,2022-03-14T20:09:05+00:00,,fares-v1|fares-v2,,
59,gtfs,,US,California,Stanford,Stanford Marguerite Shuttle (SMS),,,,marcy@mjcaction.com,,https://transportation-forms.stanford.edu/google/google_transit.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-stanford-marguerite-shuttle-sms-gtfs-59.zip?alt=media,,37.39404,37.589874,-122.23088832,-121.975618,2022-03-14T20:09:08+00:00,,fares-v1,,
60,gtfs,,US,California,Mountain View,Mountain View Transportation Management Association (MVgo),,,,,,http://data.trilliumtransit.com/gtfs/mountainview-ca-us/mountainview-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-mountain-view-transportation-management-association-gtfs-60.zip?alt=media,,37.387655512462,37.4314288965063,-122.111591291827,-122.04758367268,2022-03-14T20:09:13+00:00,deprecated,fares-v1,2025,
61,gtfs,,US,California,San Mateo,Commute.org San Mateo County Shuttles,,,,support+test+commute-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/commute-ca-us/commute-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-commuteorg-san-mateo-county-shuttles-gtfs-61.zip?alt=media,,37.423779,37.7211495911134,-122.469273263981,-122.142022,2022-03-14T20:09:16+00:00,,fares-v1,,
62,gtfs,,US,California,San Francisco,San Francisco Bay Area Water Emergency Transportation Authority (WETA),,,,support+test+sfbayferry-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/sfbayferry-ca-us/sfbayferry-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-san-francisco-bay-area-water-emergency-transportation-authority-gtfs-62.zip?alt=media,http://assets.511.org/pdf/nextgen/developers/511_Data_Agreement_Final.pdf,37.662676,38.10127,-122.41209,-122.25692,2022-03-14T20:09:17+00:00,,fares-v1|pathways,,
63,gtfs,,US,California,Emeryville,Emery Go-Round,,,,support+test+emerygoround-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/emerygoround-ca-us/emerygoround-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-emery-goround-gtfs-63.zip?alt=media,,37.829413295667,37.8523174318222,-122.313441419571,-122.26671053997,2022-03-14T20:09:20+00:00,deprecated,fares-v1,2224,
64,gtfs,,US,California,Livermore,Livermore Amador Valley Transit Authority,,,,,,http://webwatch.lavta.org/TMGTFSRealTimeWebService/GTFS-Static/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-livermore-amador-valley-transit-authority-gtfs-64.zip?alt=media,,37.631448,37.732502,-121.98229,-121.717493,2022-03-14T20:09:22+00:00,,fares-v1,,
65,gtfs,,US,California,Escalon,eTrans,,,,support+test+escalon-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/escalon-ca-us/escalon-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-etrans-gtfs-65.zip?alt=media,,37.685265,37.80286,-121.215854287148,-120.98274,2022-03-14T20:09:23+00:00,,fares-v1,,
66,gtfs,,US,California,San Mateo,Sonoma County Airport Express,,,,support+test+airportexpressinc-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/airportexpressinc-ca-us/airportexpressinc-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-sonoma-county-airport-express-gtfs-66.zip?alt=media,,37.615612,38.5100997340212,-122.805338301203,-122.212134,2022-03-14T20:09:25+00:00,,fares-v1,,
67,gtfs,,US,California,San Francisco,Golden Gate Transit,,,,,,https://realtime.goldengate.org/gtfsstatic/GTFSTransitData.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-golden-gate-transit-gtfs-67.zip?alt=media,,37.777609,38.472081,-122.740448,-122.26649,2022-03-14T20:10:29+00:00,,,,
68,gtfs,,US,California,,Lake Transit Authority (LTA),True,,,,,http://data.trilliumtransit.com/gtfs/laketransit-ca-us/laketransit-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-lake-transit-authority-lta-gtfs-68.zip?alt=media,,38.542878,39.1896831,-123.2264562,-122.475567,2022-03-14T20:10:32+00:00,,fares-v1|fares-v2,,
69,gtfs,,US,California,Ukiah,Mendocino Transit Authority,True,,,,,http://data.trilliumtransit.com/gtfs/mendocino-ca-us/mendocino-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-mendocino-transit-authority-gtfs-69.zip?alt=media,,38.3242,39.45186,-123.816132,-122.713719,2022-03-14T20:10:36+00:00,,fares-v1|fares-v2,,
70,gtfs,,US,California,Santa Rosa,Sonoma County Transit (SCT),,,,support+test+sonomacounty-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/sonomacounty-ca-us/sonomacounty-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-sonoma-county-transit-sct-gtfs-70.zip?alt=media,,37.97116752,38.8123488647763,-123.1264984029,-122.4580372,2022-03-14T20:10:42+00:00,,fares-v1,,
71,gtfs,,US,California,San Francisco,Marin Transit,,,,gtfs@marintransit.org,,http://www.marintransit.org/data/google_transit.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-marin-transit-gtfs-71.zip?alt=media,,37.857136,38.124256,-122.851524,-122.4561,2022-03-14T20:10:45+00:00,deprecated,fares-v1,2937,
72,gtfs,,US,California,Petaluma,Petaluma Transit,True,,,,,http://data.trilliumtransit.com/gtfs/petalumatransit-petaluma-ca-us/petalumatransit-petaluma-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-petaluma-transit-gtfs-72.zip?alt=media,,38.217522404908,38.276555,-122.669474,-122.585068,2022-03-14T20:10:49+00:00,deprecated,fares-v1,2947,
73,gtfs,,US,California,Santa Rosa,Santa Rosa CityBus,,,,,,https://srcity.org/DocumentCenter/View/21635/google_transit,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-santa-rosa-citybus-gtfs-73.zip?alt=media,,38.401882,38.486115,-122.769814,-122.653511,2022-03-14T20:10:51+00:00,deprecated,fares-v1,1986,
74,gtfs,,US,California,Oakland,Capitol Corridor Joint Powers Authority (Capitol Corridor),True,,,,,https://www.capitolcorridor.org/googletransit/GTFS.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-capitol-corridor-joint-powers-authority-capitol-corridor-gtfs-74.zip?alt=media,https://www.capitolcorridor.org/developer_resources/#terms,37.329935,39.099809,-122.410306,-120.952693,2022-03-14T20:10:56+00:00,,fares-v1,,
75,gtfs,,US,Colorado,,El Dorado Transit,,,,support+test+eldoradotransit-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/eldoradotransit-ca-us/eldoradotransit-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-el-dorado-transit-gtfs-75.zip?alt=media,,38.551646,38.957753,-121.502804,-119.942393,2022-03-14T20:10:58+00:00,,fares-v1|fares-v2,,
76,gtfs,,US,California,Fairfield,Fairfield and Suisun Transit (FAST Transit),,,,support+test+fairfield-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/fairfield-ca-us/fairfield-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-fairfield-and-suisun-transit-fast-transit-gtfs-76.zip?alt=media,,37.9054783569681,38.584657,-122.317048,-121.496009650077,2022-03-14T20:11:03+00:00,,fares-v1,,
77,gtfs,,US,California,Sacramento,Placer County Transit,True,,,,,http://data.trilliumtransit.com/gtfs/placercounty-ca-us/placercounty-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-placer-county-transit-gtfs-77.zip?alt=media,,38.5727195121879,39.2071204380246,-121.503338951854,-120.810972099331,2022-03-14T20:11:07+00:00,,fares-v1|fares-v2,,
78,gtfs,,US,California,Pinole,WestCAT,,,,support+test+westcat-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/westcat-ca-us/westcat-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-westcat-gtfs-78.zip?alt=media,,37.788966,38.05572,-122.397233,-122.11445,2022-03-14T20:11:14+00:00,,fares-v1,,
79,gtfs,,US,California,Yuba City,Yuba-Sutter Transit,,,,support+test+yubasutter-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/yubasutter-ca-us/yubasutter-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-yubasutter-transit-gtfs-79.zip?alt=media,,38.572670409003,39.4572019644274,-121.67273923052,-121.25373447668,2022-03-14T20:11:17+00:00,,fares-v1|fares-v2,,
80,gtfs,,US,California,Fairfield,SolTrans,True,,,,,https://soltrans.connexionz.net/rtt/public/resource/gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-soltrans-gtfs-80.zip?alt=media,,37.796315,38.249206,-122.394709,-122.041606,2022-07-26T16:09:01+00:00,,fares-v1,,
81,gtfs,,US,California,Rio Vista,Rio Vista Delta Breeze,True,,,,,http://data.trilliumtransit.com/gtfs/riovista-ca-us/riovista-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-rio-vista-delta-breeze-gtfs-81.zip?alt=media,,37.997593,38.2629,-122.0839,-121.612557023764,2022-03-14T20:11:24+00:00,,fares-v1,,
82,gtfs,,US,California,Davis,Unitrans,,,,jjflynn@ucdavis.edu,,https://unitrans.ucdavis.edu/media/gtfs/Unitrans_GTFS.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-unitrans-gtfs-82.zip?alt=media,https://unitrans.ucdavis.edu/about/gtfs/,38.530406,38.573359,-121.789079,-121.683489,2022-03-14T20:11:27+00:00,,fares-v2,,
83,gtfs,,US,California,Lodi,GrapeLine,,,,fhuang@lodi.gov,,https://www.lodi.gov/DocumentCenter/View/2453/lodi_gtfs-ZIP,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-grapeline-gtfs-83.zip?alt=media,,38.101806,38.1457562509751,-121.309442,-121.252695,2022-03-14T20:11:28+00:00,,,,
84,gtfs,,US,California,Nevada County,Nevada County Connects (Gold Country Stage),,,,support+test+goldcountrystage-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/goldcountrystage-ca-us/goldcountrystage-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-nevada-county-connects-gold-country-stage-gtfs-84.zip?alt=media,http://creativecommons.org/licenses/by/4.0/,38.90302085,39.3707053363352,-121.20505269,-120.990358820743,2022-03-14T20:11:32+00:00,,fares-v1|fares-v2,,
85,gtfs,,US,California,Fresno,Fresno County Rural Transit Agency (FCRTA),,,,mstites@fresnocog.org,,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/7869/google_transit.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-fresno-county-rural-transit-agency-fcrta-gtfs-85.zip?alt=media,,36.134471,36.868542,-120.463387,-119.312622,2022-03-14T20:11:33+00:00,active,fares-v1,,
86,gtfs,,US,California,Merced,Merced County Transit (The Bus),True,,,,,http://data.trilliumtransit.com/gtfs/mercedthebus-ca-us/mercedthebus-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-merced-county-transit-the-bus-gtfs-86.zip?alt=media,,36.9645033416456,37.5217855174328,-121.020239964565,-120.248,2022-03-14T20:11:42+00:00,deprecated,fares-v1|fares-v2,3117,
87,gtfs,,US,California,Modesto,Stanislaus Regional Transit (StaRT),,,,support+stanislaus-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/stanislaus-ca-us/stanislaus-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-stanislaus-regional-transit-start-gtfs-87.zip?alt=media,,37.25707509,37.77173034,-121.897639,-120.488203167915,2022-03-14T20:11:44+00:00,deprecated,fares-v1,2273,
88,gtfs,,US,California,Merced,Yosemite Area Regional Transportation System (YARTS),,,,tickets@yarts.com,,http://data.trilliumtransit.com/gtfs/yosemite-ca-us/yosemite-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-yosemite-area-regional-transportation-system-yarts-gtfs-88.zip?alt=media,,36.738144,37.980406,-120.515457,-118.964912,2022-03-14T20:11:49+00:00,deprecated,fares-v2|fares-v1,2394,
89,gtfs,,US,California,Clovis,Clovis Transit,,,,support+test+clovistransit-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/clovistransit-ca-us/clovistransit-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-clovis-transit-gtfs-89.zip?alt=media,,36.7868979640758,36.85201434,-119.754093,-119.660908,2022-03-14T20:11:50+00:00,deprecated,fares-v2|fares-v1,2894,
90,gtfs,,US,California,Fresno,Fresno Area Express (FAX),,,,,,http://gis4u.fresno.gov/downloads/fax_gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-fresno-area-express-fax-gtfs-90.zip?alt=media,,36.681009,36.888538,-119.908969,-119.677657,2022-03-14T20:11:54+00:00,,fares-v1,,
91,gtfs,,US,California,Madera,City of Madera,,,,support+test+cityofmadera-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/cityofmadera-ca-us/cityofmadera-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-of-madera-gtfs-91.zip?alt=media,,36.924336241916,36.9830004943818,-120.103310277225,-119.99758478924,2022-03-14T20:11:56+00:00,,fares-v2|fares-v1,,
92,gtfs,,US,California,Jackson,Amador Transit,,,,support+test+amador-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/amador-ca-us/amador-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-amador-transit-gtfs-92.zip?alt=media,,38.29376141,38.57956697,-121.5038998,-120.512016,2022-03-14T20:11:58+00:00,,fares-v1|fares-v2,,
93,gtfs,,US,California,San Andreas,Calaveras Transit,,,,support+test+amador-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/calaveras-ca-us/calaveras-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-calaveras-transit-gtfs-93.zip?alt=media,,37.932161,38.398985,-120.8387301,-120.347157,2022-03-14T20:12:09+00:00,,fares-v1,,
94,gtfs,,US,California,Tahoe City,"Tahoe Area Regional Transit (TART), North Lake Tahoe Express",True,Placer County,,,,http://data.trilliumtransit.com/gtfs/laketahoe-ca-us/laketahoe-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-tahoe-area-regional-transit-tart-north-lake-tahoe-express-gtfs-94.zip?alt=media,,39.0575273,39.50729,-120.3888378,-119.775261,2022-03-14T20:12:13+00:00,,fares-v1,,
95,gtfs,,US,Nevada,Carson City,Jump Around Carson,,,,,,http://r.peaktransit.com/res/76/google_transit.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-nevada-jump-around-carson-gtfs-95.zip?alt=media,,39.11556,39.20368,-119.79043,-119.72803,2022-03-14T20:12:17+00:00,deprecated,,tld-688,
96,gtfs,,US,California,,Metrolink,True,,,,,https://metrolinktrains.com/globalassets/about/gtfs/gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-metrolink-gtfs-96.zip?alt=media,,33.192554,34.696579,-119.205025,-117.205711,2022-03-14T20:12:19+00:00,,fares-v1,,
97,gtfs,,US,California,San Bernardino,OmniTrans,,,,,,http://www.omnitrans.org/google/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-omnitrans-gtfs-97.zip?alt=media,,33.975393,34.189763,-117.751245,-117.034458,2022-03-14T20:12:21+00:00,,,,
98,gtfs,,US,California,Riverside,Riverside Transit Agency,True,,,,,http://www.riversidetransit.com/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-riverside-transit-agency-gtfs-98.zip?alt=media,,33.452304,34.10009,-117.915548,-116.875799,2022-03-14T20:12:24+00:00,,,,
99,gtfs,,US,California,Hesperia,Victor Valley Transit Authority (VVTA),,,,support+test+victorville-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/victorville-ca-us/victorville-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-victor-valley-transit-authority-vvta-gtfs-99.zip?alt=media,,34.072411,35.273818,-117.64669,-116.609954,2022-03-14T20:12:29+00:00,,fares-v1|fares-v2,,
100,gtfs,,US,California,Anaheim,Anaheim Resort Transportation (ART),True,,,,,https://art.tripshot.com/v1/gtfs.zip?regionId=CA558DDC-D7F2-4B48-9CAC-DEEA1134F820,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-anaheim-resort-transportation-art-gtfs-100.zip?alt=media,,33.7855580640792,33.85484667,-117.92822275,-117.8399317,2022-07-26T16:26:31+00:00,,fares-v1,,
101,gtfs,,US,California,Pasadena,Foothill Transit,True,,,,,https://foothilltransit.rideralerts.com/myStop/GTFS-Zip.ashx,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-foothill-transit-gtfs-101.zip?alt=media,,33.91615,34.151565,-118.267203,-117.690366,2022-09-01T20:30:01+00:00,,,,
102,gtfs,,US,California,Norwalk,Norwalk Transit System (NTS),,,,,,http://data.trilliumtransit.com/gtfs/nts-ca-us/nts-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-norwalk-transit-system-nts-gtfs-102.zip?alt=media,,33.8654944889,34.0724551769048,-118.133963901,-117.959304257,2022-03-14T20:12:35+00:00,deprecated,fares-v1|fares-v2,2242,
103,gtfs,,US,California,El Monte,El Monte Transit,,,,support+test+elmonte-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/elmonte-ca-us/elmonte-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-el-monte-transit-gtfs-103.zip?alt=media,,34.043981602068,34.09689398778,-118.0686841,-118.00382343434,2022-03-14T20:12:38+00:00,,fares-v1,,
104,gtfs,,US,California,Corona,Corona Cruiser,,,,support+test+corona-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/corona-ca-us/corona-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-corona-cruiser-gtfs-104.zip?alt=media,,33.813968645208,33.8990059361134,-117.6013863782,-117.50625785349,2022-03-14T20:12:40+00:00,,fares-v1|fares-v2,,
105,gtfs,,US,California,Duarte,Duarte Transit,,,,support+duartetransit-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/duartetransit-ca-us/duartetransit-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-duarte-transit-gtfs-105.zip?alt=media,,34.1255727,34.1515031,-117.9888608,-117.9324427,2022-03-14T21:11:55+00:00,deprecated,fares-v1,101,
106,gtfs,,US,California,Beaumont,Beaumont Transit,,,,support+test+beaumont-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/beaumont-ca-us/beaumont-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-beaumont-gtfs-106.zip?alt=media,,33.9132530168794,34.1001200694937,-117.29498155813,-116.799803651382,2022-03-14T21:11:57+00:00,,fares-v2|fares-v1,,
107,gtfs,,US,California,Big Bear,Mountain Transit,,,,support+test+bigbear-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/bigbear-ca-us/bigbear-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-mountain-transit-gtfs-107.zip?alt=media,,34.1005,34.272346961248,-117.326256,-116.790527,2022-03-14T21:11:58+00:00,,,,
108,gtfs,,US,California,Thousand Palms,SunLine Transit Agency,,,,,,http://www.sunline.org/transit/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-sunline-transit-agency-gtfs-108.zip?alt=media,,33.522632,34.179853,-117.326156,-115.921462,2022-03-14T21:12:01+00:00,,,,
109,gtfs,,US,Arizona,Bullhead City,Bullhead Area Transit System,True,,,support+test+bullheadareatransit-az-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/bullheadareatransit-az-us/bullheadareatransit-az-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-bullhead-area-transit-system-gtfs-109.zip?alt=media,,35.049874201132,35.165897,-114.64066405236,-114.53114181833,2022-03-14T21:12:02+00:00,,fares-v1,,
110,gtfs,,US,California,,Regional Transportation Commission of Southern Nevada (RTC),,,,,,http://rtcws.rtcsnv.com/g/google_transit.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-regional-transportation-commission-of-southern-nevada-rtc-gtfs-110.zip?alt=media,https://www.rtcsnv.com/ways-to-travel/transit-services/for-developers/,35.960432,36.314247,-115.331538,-114.825897,2022-03-14T21:12:17+00:00,deprecated,,2351,
111,gtfs,,US,Utah,St. George,SunTran Utah,,,,,,http://www.fivecounty.utah.gov/transit/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-utah-suntran-utah-gtfs-111.zip?alt=media,,37.061946,37.188009,-113.679685,-113.490836,2022-03-14T21:12:20+00:00,,,,
112,gtfs,,US,Oregon,,People Mover,True,,,,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/peoplemover-or-us/peoplemover-or-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-people-mover-gtfs-112.zip?alt=media,,43.5730477,46.0523909,-121.300789,-116.9382,2022-03-14T21:12:26+00:00,,,,
113,gtfs,,US,California,Modoc County,Sage Stage,True,,,,,http://data.trilliumtransit.com/gtfs/sagestage-ca-us/sagestage-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-sage-stage-gtfs-113.zip?alt=media,http://sagestage.com/gtfs-data/,39.505241027309,42.225403,-122.39204,-119.775224,2022-03-14T21:12:28+00:00,,,,
114,gtfs,,US,California,Redding,Redding Area Bus Authority (RABA),,,,,,http://data.trilliumtransit.com/gtfs/redding-ca-us/redding-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-redding-area-bus-authority-raba-gtfs-114.zip?alt=media,,40.432539731191,40.888921,-122.570969723353,-121.65358,2022-03-14T21:12:30+00:00,deprecated,fares-v2|fares-v1,1972,
115,gtfs,,US,California,Redding,Trinity Transit,,,,support+test+weaverville-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/weaverville-ca-us/weaverville-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-trinity-transit-gtfs-115.zip?alt=media,,40.552313101815,40.939975,-123.631417798777,-122.353498489549,2022-03-14T21:12:32+00:00,deprecated,fares-v2|fares-v1,2709,
